Year,Ethnicity,Education,rural_urban_class,Gender.Code,Region,measure1,measure2,attr,source,agr_by,overall_value
2008,"All, All Origins",666,Non metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,27261.619088908
2008,"All, All Origins",666,All,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,2401199
2008,"All, All Origins",666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,751.633654981148
2008,"All, All Origins",666,All,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1201.8308357828
2008,"All, All Origins",666,All,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,49342368.748648
2008,"All, All Origins",666,All,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,15447.4585227153
2008,"All, All Origins",666,All,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,24696.487160244
2008,American Indian or Alaska Native,666,Large metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,3343
2008,American Indian or Alaska Native,666,Large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,604.707949932003
2008,American Indian or Alaska Native,666,Large metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,586.628591290839
2008,American Indian or Alaska Native,666,Large metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,95895.746370762
2008,American Indian or Alaska Native,666,Large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,13619.5969376961
2008,American Indian or Alaska Native,666,Large metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,16827.7554903571
2008,American Indian or Alaska Native,666,Small-medium metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,4652
2008,American Indian or Alaska Native,666,Small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,861.411682200782
2008,American Indian or Alaska Native,666,Small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,918.004401308392
2008,American Indian or Alaska Native,666,Small-medium metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,135578.395907998
2008,American Indian or Alaska Native,666,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,20241.0546817004
2008,American Indian or Alaska Native,666,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,26754.4204999729
2008,American Indian or Alaska Native,666,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,5543
2008,American Indian or Alaska Native,666,Non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,832.409115940253
2008,American Indian or Alaska Native,666,Non metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1010.0272280174
2008,American Indian or Alaska Native,666,Non metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,162431.189099523
2008,American Indian or Alaska Native,666,Non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,20842.0644969445
2008,American Indian or Alaska Native,666,Non metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,29597.6770106011
2008,American Indian or Alaska Native,666,All,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,13538
2008,American Indian or Alaska Native,666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,620.815680676595
2008,American Indian or Alaska Native,666,All,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,616.489851232775
2008,American Indian or Alaska Native,666,All,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,393905.331378283
2008,American Indian or Alaska Native,666,All,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,14259.1693873933
2008,American Indian or Alaska Native,666,All,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,17937.5564441716
2008,Asian or Pacific Islander,666,Large metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,33697
2008,Asian or Pacific Islander,666,Large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,432.502828263301
2008,Asian or Pacific Islander,666,Large metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,447.348299961634
2008,Asian or Pacific Islander,666,Large metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,738666.902066282
2008,Asian or Pacific Islander,666,Large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,8010.1983030951
2008,Asian or Pacific Islander,666,Large metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,9806.25524163213
2008,Asian or Pacific Islander,666,Small-medium metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,10370
2008,Asian or Pacific Islander,666,Small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,484.862445547907
2008,Asian or Pacific Islander,666,Small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,592.93235772801
2008,Asian or Pacific Islander,666,Small-medium metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,222737.038089799
2008,Asian or Pacific Islander,666,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,9437.60372200207
2008,Asian or Pacific Islander,666,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,12735.5831386633
2008,Asian or Pacific Islander,666,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,1794
2008,Asian or Pacific Islander,666,Non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,546.083351672132
2008,Asian or Pacific Islander,666,Non metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,685.738192309331
2008,Asian or Pacific Islander,666,Non metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,39503.389914401
2008,Asian or Pacific Islander,666,Non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,10903.112571303
2008,Asian or Pacific Islander,666,Non metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,15099.7676644326
2008,Asian or Pacific Islander,666,All,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,45861
2008,Asian or Pacific Islander,666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,422.862134230457
2008,Asian or Pacific Islander,666,All,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,438.284470044779
2008,Asian or Pacific Islander,666,All,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,1000907.33007048
2008,Asian or Pacific Islander,666,All,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,7846.20723555158
2008,Asian or Pacific Islander,666,All,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,9565.4725959721
2008,Black American,666,Large metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,174964
2008,Black American,666,Large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,925.023386394224
2008,Black American,666,Large metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1161.02404106781
2008,Black American,666,Large metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,4564043.62356749
2008,Black American,666,Large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,21392.6944639275
2008,Black American,666,Large metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,30286.026676597
2008,Black American,666,Small-medium metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,65696
2008,Black American,666,Small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,962.109676546042
2008,Black American,666,Small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1204.32257635873
2008,Black American,666,Small-medium metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,1694104.13721202
2008,Black American,666,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,22026.8247360819
2008,Black American,666,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,31055.8916699214
2008,Black American,666,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,30226
2008,Black American,666,Non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,918.855547465418
2008,Black American,666,Non metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1308.9784144239
2008,Black American,666,Non metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,742267.561825863
2008,Black American,666,Non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,21328.9389210573
2008,Black American,666,Non metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,32144.915508407
2008,Black American,666,All,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,270886
2008,Black American,666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,911.295989495452
2008,Black American,666,All,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1127.80187797669
2008,Black American,666,All,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,7000415.32260538
2008,Black American,666,All,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,20792.9626025833
2008,Black American,666,All,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,29145.4026692082
2008,Hispanic or Latino White,666,Large metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,84917
2008,Hispanic or Latino White,666,Large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,823.061572903671
2008,Hispanic or Latino White,666,Large metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,900.340218629163
2008,Hispanic or Latino White,666,Large metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,2171212.63229055
2008,Hispanic or Latino White,666,Large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,17912.4518646473
2008,Hispanic or Latino White,666,Large metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,23020.4794805147
2008,Hispanic or Latino White,666,Small-medium metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,30178
2008,Hispanic or Latino White,666,Small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,784.886265732482
2008,Hispanic or Latino White,666,Small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,858.096539710046
2008,Hispanic or Latino White,666,Small-medium metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,770849.219429478
2008,Hispanic or Latino White,666,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,17034.5124581691
2008,Hispanic or Latino White,666,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,21918.7172056009
2008,Hispanic or Latino White,666,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,8063
2008,Hispanic or Latino White,666,Non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,751.800446959381
2008,Hispanic or Latino White,666,Non metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,875.189083567658
2008,Hispanic or Latino White,666,Non metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,208347.235803801
2008,Hispanic or Latino White,666,Non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,16832.8747928175
2008,Hispanic or Latino White,666,Non metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,22614.8116540969
2008,Hispanic or Latino White,666,All,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,123158
2008,Hispanic or Latino White,666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,588.312810723562
2008,Hispanic or Latino White,666,All,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,527.579521717151
2008,Hispanic or Latino White,666,All,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,3150409.08752382
2008,Hispanic or Latino White,666,All,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,12001.3521694874
2008,Hispanic or Latino White,666,All,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,13495.6017441757
2008,NH White,666,Large metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,954725
2008,NH White,666,Large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,788.057068469143
2008,NH White,666,Large metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1408.27628155553
2008,NH White,666,Large metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,18308460.0909881
2008,NH White,666,Large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,15790.7906484204
2008,NH White,666,Large metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,27006.0699132677
2008,NH White,666,Small-medium metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,633659
2008,NH White,666,Small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,760.247538011511
2008,NH White,666,Small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1416.52210092319
2008,NH White,666,Small-medium metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,12425066.2207346
2008,NH White,666,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,15723.1552576692
2008,NH White,666,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,27775.7925115949
2008,NH White,666,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,356049
2008,NH White,666,Non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,706.470413180401
2008,NH White,666,Non metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1375.82045099904
2008,NH White,666,Non metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,6985380.80716137
2008,NH White,666,Non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,14809.288919817
2008,NH White,666,Non metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,26992.4357953788
2008,NH White,666,All,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,1944433
2008,NH White,666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,758.072831697341
2008,NH White,666,All,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1391.1417867153
2008,NH White,666,All,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,37718907.1188841
2008,NH White,666,All,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,15438.1542378496
2008,NH White,666,All,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,26985.9377218515
2009,"All, All Origins",666,Large metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,1236672
2009,"All, All Origins",666,Large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,742.150680527353
2009,"All, All Origins",666,Large metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1159.76481721488
2009,"All, All Origins",666,Large metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,25703516.0534509
2009,"All, All Origins",666,Large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,15388.5774185232
2009,"All, All Origins",666,Large metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,24105.0445045334
2009,"All, All Origins",666,Small-medium metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,738828
2009,"All, All Origins",666,Small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,795.597071389657
2009,"All, All Origins",666,Small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1369.35662453707
2009,"All, All Origins",666,Small-medium metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,15260511.6559056
2009,"All, All Origins",666,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,16886.1788783486
2009,"All, All Origins",666,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,28284.0968802476
2009,"All, All Origins",666,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,394479
2009,"All, All Origins",666,Non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,846.640057063277
2009,"All, All Origins",666,Non metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1578.39134833847
2009,"All, All Origins",666,Non metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,8087121.22363964
2009,"All, All Origins",666,Non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,18363.6673083231
2009,"All, All Origins",666,Non metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,32358.229899075
2009,"All, All Origins",666,All,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,2369979
2009,"All, All Origins",666,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,727.23872195091
2009,"All, All Origins",666,All,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1172.63568920339
2009,"All, All Origins",666,All,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,49051148.9329962
2009,"All, All Origins",666,All,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,15080.7720659385
2009,"All, All Origins",666,All,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,24269.8892417452
2009,"All, All Origins",4-year college graduate or higher,Large metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,196826
2009,"All, All Origins",4-year college graduate or higher,Large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,498.228182139162
2009,"All, All Origins",4-year college graduate or higher,Large metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,542.803802566417
2009,"All, All Origins",4-year college graduate or higher,Large metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,4079805.39813632
2009,"All, All Origins",4-year college graduate or higher,Large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,9171.80605642572
2009,"All, All Origins",4-year college graduate or higher,Large metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,11251.2263818773
2009,"All, All Origins",4-year college graduate or higher,Small-medium metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,97561
2009,"All, All Origins",4-year college graduate or higher,Small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,531.862987934312
2009,"All, All Origins",4-year college graduate or higher,Small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,708.498951859311
2009,"All, All Origins",4-year college graduate or higher,Small-medium metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,1949512.86631742
2009,"All, All Origins",4-year college graduate or higher,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,9919.22063636749
2009,"All, All Origins",4-year college graduate or higher,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,14157.5816404315
2009,"All, All Origins",4-year college graduate or higher,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,35305
2009,"All, All Origins",4-year college graduate or higher,Non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,541.567070491463
2009,"All, All Origins",4-year college graduate or higher,Non metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,814.587589796717
2009,"All, All Origins",4-year college graduate or higher,Non metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,707036.521821118
2009,"All, All Origins",4-year college graduate or higher,Non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,10413.2811148824
2009,"All, All Origins",4-year college graduate or higher,Non metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,16313.3600398957
2009,"All, All Origins",4-year college graduate or higher,All,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,329692
2009,"All, All Origins",4-year college graduate or higher,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,511.611138761422
2009,"All, All Origins",4-year college graduate or higher,All,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,606.439670011559
2009,"All, All Origins",4-year college graduate or higher,All,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,6736354.78627486
2009,"All, All Origins",4-year college graduate or higher,All,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,9474.78471740993
2009,"All, All Origins",4-year college graduate or higher,All,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,12390.936915877
2009,"All, All Origins",High school graduate or lower,Large metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,777331
2009,"All, All Origins",High school graduate or lower,Large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,893.275714164697
2009,"All, All Origins",High school graduate or lower,Large metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1628.33210851947
2009,"All, All Origins",High school graduate or lower,Large metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,15611811.6945943
2009,"All, All Origins",High school graduate or lower,Large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,19127.5704841648
2009,"All, All Origins",High school graduate or lower,Large metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,32703.2039819172
2009,"All, All Origins",High school graduate or lower,Small-medium metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,491154
2009,"All, All Origins",High school graduate or lower,Small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,953.932116491021
2009,"All, All Origins",High school graduate or lower,Small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1872.85351914757
2009,"All, All Origins",High school graduate or lower,Small-medium metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,9906300.87843692
2009,"All, All Origins",High school graduate or lower,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,21102.7806313054
2009,"All, All Origins",High school graduate or lower,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,37774.4057096454
2009,"All, All Origins",High school graduate or lower,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,287399
2009,"All, All Origins",High school graduate or lower,Non metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,977.578395020768
2009,"All, All Origins",High school graduate or lower,Non metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,2003.60329158169
2009,"All, All Origins",High school graduate or lower,Non metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,5760150.73580727
2009,"All, All Origins",High school graduate or lower,Non metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,21756.3120641101
2009,"All, All Origins",High school graduate or lower,Non metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,40156.9141655683
2009,"All, All Origins",High school graduate or lower,All,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,1555884
2009,"All, All Origins",High school graduate or lower,All,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,925.92345094122
2009,"All, All Origins",High school graduate or lower,All,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,1761.90585387604
2009,"All, All Origins",High school graduate or lower,All,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,31278263.3088385
2009,"All, All Origins",High school graduate or lower,All,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,20149.1838554686
2009,"All, All Origins",High school graduate or lower,All,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,35419.9639709122
2009,"All, All Origins",Some college education but no 4-year college degree,Large metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,200600
2009,"All, All Origins",Some college education but no 4-year college degree,Large metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,519.311263312719
2009,"All, All Origins",Some college education but no 4-year college degree,Large metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,641.053132055859
2009,"All, All Origins",Some college education but no 4-year college degree,Large metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,4605377.56137637
2009,"All, All Origins",Some college education but no 4-year college degree,Large metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,10708.930598171
2009,"All, All Origins",Some college education but no 4-year college degree,Large metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,14717.3066302098
2009,"All, All Origins",Some college education but no 4-year college degree,Small-medium metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,117190
2009,"All, All Origins",Some college education but no 4-year college degree,Small-medium metro,All genders,United States,Deaths,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,542.109789519225
2009,"All, All Origins",Some college education but no 4-year college degree,Small-medium metro,All genders,United States,Deaths,"crude rate per 100,000",overall,National Vital Statistics System,nation,713.891752348094
2009,"All, All Origins",Some college education but no 4-year college degree,Small-medium metro,All genders,United States,YLL,absolute number,overall,National Vital Statistics System,nation,2674421.01709949
2009,"All, All Origins",Some college education but no 4-year college degree,Small-medium metro,All genders,United States,YLL,"age-adjusted rate per 100,000",overall,National Vital Statistics System,nation,11372.4952291513
2009,"All, All Origins",Some college education but no 4-year college degree,Small-medium metro,All genders,United States,YLL,"crude rate per 100,000",overall,National Vital Statistics System,nation,16291.8944143163
2009,"All, All Origins",Some college education but no 4-year college degree,Non metro,All genders,United States,Deaths,absolute number,overall,National Vital Statistics System,nation,51391
