...1,...2,Year,Gender.Code,Ethnicity,svi_bin,rural_urban_class,attr,Education,source,svi_bin1,svi_bin2,svi_bin3,svi_bin4,scenario,method,measure1,measure2,Region,mean,lower,upper,min_age,max_age,measure3,agr_by
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Middle HTT,WHO,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,9.74179148461331,9.2778966520127,10.0510547063471,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Middle HTT,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,16.6982903948613,10.0189742369168,23.3776065528057,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Middle HTT,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,10.5199229487626,10.0189742369168,10.8538887566598,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,NAAQS,di_gee,Deaths,absolute number,United States,112.778945182038,67.6673671092227,157.890523254853,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,NAAQS,di_gee_white,Deaths,absolute number,United States,71.0507354646837,67.6673671092227,73.3063143683245,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,WHO,di_gee,Deaths,absolute number,United States,105.373384676871,63.2240308061225,147.522738547619,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,WHO,di_gee_white,Deaths,absolute number,United States,66.3852323464285,63.2240308061225,68.4927000399659,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,real,di_gee,Deaths,absolute number,United States,115.877201435767,69.5263208614603,162.228082010074,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,real,di_gee_white,Deaths,absolute number,United States,73.0026369045332,69.5263208614603,75.3201809332485,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,NAAQS,di_gee,Deaths,"age-adjusted rate per 100,000",United States,13.3999021387822,8.03994128326934,18.7598629942951,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,NAAQS,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,8.44193834743279,8.03994128326934,8.70993639020843,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,WHO,di_gee,Deaths,"age-adjusted rate per 100,000",United States,12.5120975225515,7.5072585135309,17.5169365315721,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,WHO,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,7.88262143920744,7.5072585135309,8.13286338965847,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,13.7687495396007,8.26124972376043,19.276249355441,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,Low HTT,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,8.67431220994844,8.26124972376043,8.94968720074045,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee,Deaths,absolute number,United States,69.0006634293922,41.4003980576353,96.6009288011489,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee_white,Deaths,absolute number,United States,43.470417960517,41.4003980576353,44.8504312291048,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee,Deaths,absolute number,United States,62.3107986952861,37.3864792171717,87.2351181734005,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee_white,Deaths,absolute number,United States,39.2558031780302,37.3864792171717,40.5020191519359,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,72.7977154232733,43.678629253964,101.916801592582,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,45.8625607166621,43.678629253964,47.3185150251275,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee,Deaths,"age-adjusted rate per 100,000",United States,18.0739268342741,10.8443561005645,25.3034975679837,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,11.3865739055927,10.8443561005645,11.7480524422782,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee,Deaths,"age-adjusted rate per 100,000",United States,16.3105340897354,9.78632045384125,22.8347477256296,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,10.2756364765333,9.78632045384125,10.601847158328,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,19.0713415976287,11.4428049585772,26.6998782366801,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Large metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,12.0149452065061,11.4428049585772,12.3963720384586,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee,Deaths,absolute number,United States,55.1560756609941,33.0936453965965,77.2185059253917,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee_white,Deaths,absolute number,United States,34.7483276664262,33.0936453965965,35.8514491796461,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee,Deaths,absolute number,United States,53.1982483143894,31.9189489886336,74.477547640145,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee_white,Deaths,absolute number,United States,33.5148964380652,31.9189489886336,34.578861404353,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,55.4442588853614,33.2665553312168,77.6219624395058,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,34.9298830977776,33.2665553312168,36.0387682754848,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee,Deaths,"age-adjusted rate per 100,000",United States,14.4838097198904,8.69028583193425,20.2773336078466,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,9.12480012353095,8.69028583193425,9.41447631792876,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee,Deaths,"age-adjusted rate per 100,000",United States,13.9693810046985,8.38162860281907,19.5571334065778,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,8.80071003296001,8.38162860281907,9.08009765305398,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,14.5607304861658,8.73643829169948,20.3850226806321,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Small-medium metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,9.17326020628444,8.73643829169948,9.46447481600776,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee,Deaths,absolute number,United States,59.4444181547836,35.6666508928701,83.2221854166968,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee_white,Deaths,absolute number,United States,37.4499834375136,35.6666508928701,38.6388718006092,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee,Deaths,absolute number,United States,58.0243602315117,34.814616138907,81.2341043241163,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee_white,Deaths,absolute number,United States,36.5553469458523,34.814616138907,37.7158341504825,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,60.0033313896286,36.0019988337772,84.0046639454799,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,37.8020987754659,36.0019988337772,39.0021654032585,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee,Deaths,"age-adjusted rate per 100,000",United States,11.190038273705,6.71402296422298,15.6660535831869,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,7.04972411243412,6.71402296422298,7.27352487790822,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee,Deaths,"age-adjusted rate per 100,000",United States,10.9254237388699,6.55525424332194,15.2955932344178,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,6.88301695548802,6.55525424332194,7.10152543026542,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,11.2885491144987,6.77312946869921,15.8039687602981,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,Non metro,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,7.11178594213416,6.77312946869921,7.33755692442413,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee,Deaths,absolute number,United States,183.60115724517,110.160694347102,257.041620143237,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee_white,Deaths,absolute number,United States,115.668729064457,110.160694347102,119.34075220936,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee,Deaths,absolute number,United States,173.533407241187,104.120044344712,242.946770137662,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee_white,Deaths,absolute number,United States,109.326046561948,104.120044344712,112.796714706771,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,188.245305698263,112.947183418958,263.543427977568,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,118.594542589906,112.947183418958,122.359448703871,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee,Deaths,"age-adjusted rate per 100,000",United States,9.09937588353036,5.45962553011822,12.7391262369425,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,5.73260680662412,5.45962553011822,5.91459432429472,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee,Deaths,"age-adjusted rate per 100,000",United States,8.59886021461168,5.15931612876701,12.0384043004563,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,5.41728193520535,5.15931612876701,5.58925913949758,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,9.32874541831756,5.59724725099054,13.0602435856446,65,150,value,nation
,,2012,All genders,American Indian or Alaska Native,All,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,5.87710961354005,5.59724725099054,6.06368452190641,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee,Deaths,absolute number,United States,160.554651797578,125.433321716858,195.675981878298,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee_white,Deaths,absolute number,United States,105.36399024216,100.346657373486,108.708878821277,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee,Deaths,absolute number,United States,157.33071358938,122.914619991703,191.746807187056,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee_white,Deaths,absolute number,United States,103.24828079303,98.3316959933624,106.526003992809,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,160.567055734146,125.443012292301,195.69109917599,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,105.372130325533,100.354409833841,108.717277319994,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee,Deaths,"age-adjusted rate per 100,000",United States,5.89982415582393,4.60923762173744,7.19041068991041,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,3.87175960225945,3.68739009738996,3.99467260550578,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee,Deaths,"age-adjusted rate per 100,000",United States,5.7813629247223,4.51668978493929,7.0460360645053,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,3.794019419349,3.61335182795144,3.91446448028072,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,5.90025419987427,4.60957359365177,7.19093480609677,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Resilient SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,3.87204181866749,3.68765887492142,3.99496378116487,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee,Deaths,absolute number,United States,486.40284944966,380.002226132546,592.803472766772,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee_white,Deaths,absolute number,United States,319.201869951339,304.001780906037,329.335262648207,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee,Deaths,absolute number,United States,436.19829578642,340.77991858314,531.616672989699,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee_white,Deaths,absolute number,United States,286.255131609838,272.623934866513,295.342596105388,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,536.995002445041,419.527345660188,654.462659229893,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,352.402970354558,335.621876528151,363.590366238829,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee,Deaths,"age-adjusted rate per 100,000",United States,5.59305375348327,4.3695732449088,6.81653426205773,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,3.67044152572339,3.49565859592704,3.78696347892096,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee,Deaths,"age-adjusted rate per 100,000",United States,5.01486542301097,3.91786361172731,6.11186723429461,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,3.29100543385094,3.13429088938186,3.39548179683034,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,6.17728118763636,4.8260009278409,7.5285614474318,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Moderate SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,4.05384077938635,3.86080074227272,4.18253413746211,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee,Deaths,absolute number,United States,799.07310970527,624.275866957241,973.870352453296,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee_white,Deaths,absolute number,United States,524.391728244082,499.420693565794,541.039084696275,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee,Deaths,absolute number,United States,676.305562030098,528.363720336013,824.247403724181,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee_white,Deaths,absolute number,United States,443.825525082251,422.690976268811,457.915224291211,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,absolute number,United States,879.32427862824,686.972092678311,1071.67646457817,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,absolute number,United States,577.056557849781,549.57767414265,595.375813654536,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee,Deaths,"age-adjusted rate per 100,000",United States,8.65635609659036,6.76277820046121,10.5499339927195,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,NAAQS,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,5.68073368838741,5.41022256036897,5.86107444039971,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee,Deaths,"age-adjusted rate per 100,000",United States,7.31656136321623,5.71606356501267,8.91705916141978,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,WHO,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,4.80149339461065,4.57285085201015,4.95392175634432,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,9.53636172310469,7.45028259617553,11.6224408500338,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,Vulnerable SVI,All,attributable,666,National Vital Statistics System,All,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,6.25823738078744,5.96022607694043,6.45691158335213,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,NAAQS,di_gee,Deaths,absolute number,United States,571.130390426043,446.195617520346,696.06516333174,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,NAAQS,di_gee_white,Deaths,absolute number,United States,374.80431871709,356.956494016277,386.702868517633,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,WHO,di_gee,Deaths,absolute number,United States,533.596354668358,416.872152084654,650.320557252061,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,WHO,di_gee_white,Deaths,absolute number,United States,350.172607751109,333.497721667724,361.289198473367,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,real,di_gee,Deaths,absolute number,United States,616.90789745258,481.959294884827,751.856500020331,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,real,di_gee_white,Deaths,absolute number,United States,404.845807703255,385.567435907862,417.69805556685,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,NAAQS,di_gee,Deaths,"age-adjusted rate per 100,000",United States,5.32265325273285,4.15832285369753,6.48698365176815,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,NAAQS,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,3.49299119710593,3.32665828295803,3.60387980653786,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,WHO,di_gee,Deaths,"age-adjusted rate per 100,000",United States,4.97140081901057,3.883906889852,6.05889474816912,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,WHO,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,3.26248178747568,3.1071255118816,3.36605263787173,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,5.7525186448128,4.49415519125999,7.01088209836559,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,High SES,All,All,All,real,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,3.77509036065839,3.595324153008,3.89493449909199,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,NAAQS,di_gee,Deaths,absolute number,United States,751.623565431915,587.205910493683,916.041220370145,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,NAAQS,di_gee_white,Deaths,absolute number,United States,493.252964814693,469.764728394947,508.911789094525,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,WHO,di_gee,Deaths,absolute number,United States,622.482708064953,486.314615675744,758.65080045416,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,WHO,di_gee_white,Deaths,absolute number,United States,408.504277167625,389.051692540595,421.472666918978,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,real,di_gee,Deaths,absolute number,United States,834.384959495085,651.863249605534,1016.90666938463,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,real,di_gee_white,Deaths,absolute number,United States,547.565129668648,521.490599684428,564.948149658129,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,NAAQS,di_gee,Deaths,"age-adjusted rate per 100,000",United States,8.93375515543843,6.97949621518626,10.8880140956906,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,NAAQS,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,5.86277682075646,5.58359697214902,6.04889671982809,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,WHO,di_gee,Deaths,"age-adjusted rate per 100,000",United States,7.38711497177359,5.77118357169811,9.00304637184905,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,WHO,di_gee_white,Deaths,"age-adjusted rate per 100,000",United States,4.84779420022641,4.61694685735849,5.00169242880503,65,150,value,nation
,,2012,All genders,Asian or Pacific Islander,All,All,attributable,666,National Vital Statistics System,Middle SES,All,All,All,real,di_gee,Deaths,"age-adjusted rate per 100,000",United States,9.92986487844517,7.75770693628528,12.102022820605,65,150,value,nation
