Year,Gender.Code,Ethnicity,svi_bin,rural_urban_class,Education,source,svi_bin1,svi_bin2,svi_bin3,svi_bin4,measure1,measure2,Region,value,min_age,max_age,agr_by
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,666.910860195674,25,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,102865,25,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,868.175161106126,25,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,4087,25,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,682.982495518815,25,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,16826,25,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,"age-adjusted rate per 100,000",United States,750.779326943274,25,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,absolute number,United States,86024,25,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,"age-adjusted rate per 100,000",United States,893.550505351244,25,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,106937,25,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,619.969835992457,25,150,nation
2004,All genders,NH White,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,470400,25,150,nation
2004,All genders,NH White,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,733.182963245266,25,150,nation
2004,All genders,NH White,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,786361,25,150,nation
2004,All genders,NH White,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,778.725885857914,25,150,nation
2004,All genders,NH White,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,636564,25,150,nation
2004,All genders,NH White,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,835.226861810375,25,150,nation
2004,All genders,NH White,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,879741,25,150,nation
2004,All genders,NH White,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,763.332234787449,25,150,nation
2004,All genders,NH White,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,612505,25,150,nation
2004,All genders,NH White,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,785.309067097266,25,150,nation
2004,All genders,NH White,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,401079,25,150,nation
2004,All genders,NH White,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,828.38997568656,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,755355,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,729.025833416729,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,815452,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,800.677771644289,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,322518,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,896.258702391009,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,639371,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,737.222685588905,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,740958,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,784.847015140004,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,512996,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,847.101813646335,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,257853,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,820.173822156163,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,471903,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,800.289544946983,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,1163569,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,769.223486847924,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,319232,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,758.186724682554,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,713814,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,"age-adjusted rate per 100,000",United States,778.455187856552,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,absolute number,United States,860279,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,"age-adjusted rate per 100,000",United States,799.350768027934,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1893325,25,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,784.899873153551,25,150,nation
2004,All genders,"All, All Origins",Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,395848,65,150,nation
2004,All genders,"All, All Origins",Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,587.128980746362,65,150,nation
2004,All genders,"All, All Origins",Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,688592,65,150,nation
2004,All genders,"All, All Origins",Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,599.592195868652,65,150,nation
2004,All genders,"All, All Origins",Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,670442,65,150,nation
2004,All genders,"All, All Origins",Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,633.075497033657,65,150,nation
2004,All genders,"All, All Origins",All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,861383,65,150,nation
2004,All genders,"All, All Origins",All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,599.584868486933,65,150,nation
2004,All genders,"All, All Origins",All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,545865,65,150,nation
2004,All genders,"All, All Origins",All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,608.306972751553,65,150,nation
2004,All genders,"All, All Origins",All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,347634,65,150,nation
2004,All genders,"All, All Origins",All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,634.506993752264,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,663159,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,578.662729708316,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,762665,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,615.326516950347,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,329058,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,662.405333245888,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,570957,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,579.722406497372,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,689672,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,608.223754059745,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,494253,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,647.684521601302,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,207067,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,633.272359690437,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,399247,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,625.615810951626,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,1148568,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,599.609513923272,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,264040,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,602.527662789196,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,620258,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,"age-adjusted rate per 100,000",United States,603.283246140384,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,absolute number,United States,870584,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,"age-adjusted rate per 100,000",United States,615.708225349289,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1754882,65,150,nation
2004,All genders,"All, All Origins",All,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,606.481594970582,65,150,nation
2004,All genders,American Indian or Alaska Native,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,751,65,150,nation
2004,All genders,American Indian or Alaska Native,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,577.956175223103,65,150,nation
2004,All genders,American Indian or Alaska Native,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1805,65,150,nation
2004,All genders,American Indian or Alaska Native,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,550.95956080174,65,150,nation
2004,All genders,American Indian or Alaska Native,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,3629,65,150,nation
2004,All genders,American Indian or Alaska Native,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,522.259383800666,65,150,nation
2004,All genders,American Indian or Alaska Native,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1375,65,150,nation
2004,All genders,American Indian or Alaska Native,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,408.461349226696,65,150,nation
2004,All genders,American Indian or Alaska Native,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1725,65,150,nation
2004,All genders,American Indian or Alaska Native,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,505.947924681457,65,150,nation
2004,All genders,American Indian or Alaska Native,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,3085,65,150,nation
2004,All genders,American Indian or Alaska Native,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,649.329809473575,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,1550,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,554.39511418304,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,2205,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,490.164157128999,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,2430,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,573.828930068185,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,1180,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,518.169577091202,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,1591,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,497.688906888038,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,3414,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,563.613260203344,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,396,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,614.077322064183,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,1640,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,631.453108615779,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,4149,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,500.970312473648,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,667,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,600.807734501374,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,1541,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,"age-adjusted rate per 100,000",United States,546.410208041604,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,absolute number,United States,3977,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,"age-adjusted rate per 100,000",United States,523.734404750092,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,6185,65,150,nation
2004,All genders,American Indian or Alaska Native,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,475.218810388473,65,150,nation
2004,All genders,Asian or Pacific Islander,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,2877,65,150,nation
2004,All genders,Asian or Pacific Islander,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,163.956861220627,65,150,nation
2004,All genders,Asian or Pacific Islander,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,12547,65,150,nation
2004,All genders,Asian or Pacific Islander,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,199.624553051626,65,150,nation
2004,All genders,Asian or Pacific Islander,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,12015,65,150,nation
2004,All genders,Asian or Pacific Islander,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,185.417213980129,65,150,nation
2004,All genders,Asian or Pacific Islander,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,19117,65,150,nation
2004,All genders,Asian or Pacific Islander,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,177.623042194567,65,150,nation
2004,All genders,Asian or Pacific Islander,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,7141,65,150,nation
2004,All genders,Asian or Pacific Islander,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,219.763673316237,65,150,nation
2004,All genders,Asian or Pacific Islander,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1181,65,150,nation
2004,All genders,Asian or Pacific Islander,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,229.378619522933,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,14551,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,191.428911001391,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,10822,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,184.814429000927,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,2066,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,192.178898862984,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,14160,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,188.548447679676,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,9353,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,188.716558078924,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,3926,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,190.149608464991,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,180,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,186.144038722896,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,861,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,170.992201091272,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,26398,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,189.495484520366,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,1389,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,161.379307664956,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,5090,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,"age-adjusted rate per 100,000",United States,179.195927459259,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,absolute number,United States,20960,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,"age-adjusted rate per 100,000",United States,193.462073755538,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,27439,65,150,nation
2004,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,367.414622390022,65,150,nation
2004,All genders,Black American,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,12395,65,150,nation
2004,All genders,Black American,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,656.367532497435,65,150,nation
2004,All genders,Black American,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,38365,65,150,nation
2004,All genders,Black American,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,693.191828899298,65,150,nation
2004,All genders,Black American,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,109597,65,150,nation
2004,All genders,Black American,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,702.00157525107,65,150,nation
2004,All genders,Black American,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,100093,65,150,nation
2004,All genders,Black American,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,683.613721895094,65,150,nation
2004,All genders,Black American,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,38710,65,150,nation
2004,All genders,Black American,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,715.998814082774,65,150,nation
2004,All genders,Black American,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,21554,65,150,nation
2004,All genders,Black American,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,721.346206347689,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,31213,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,665.662171196515,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,75721,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,702.70905938889,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,53423,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,706.054154570413,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,32068,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,676.195519278427,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,64273,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,686.376664420262,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,64016,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,716.543368839512,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,2040,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,728.582056767657,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,23013,65,150,nation
